EPASWMM Time Series Data
rain in [mm]
LO 2018 07 20 12 00 0.0
LO 2018 07 20 12 05 1.7
LO 2018 07 20 12 10 2.25
LO 2018 07 20 12 15 2.25
LO 2018 07 20 12 20 2.8
LO 2018 07 20 12 25 3.5
LO 2018 07 20 12 30 5.0
LO 2018 07 20 12 35 18.8
LO 2018 07 20 12 40 1.7
LO 2018 07 20 12 45 1.7
LO 2018 07 20 12 50 1.37
LO 2018 07 20 12 55 1.37
LO 2018 07 20 13 00 1.37
LO 2018 07 20 13 05 0.8
LO 2018 07 20 13 10 0.8
LO 2018 07 20 13 15 0.8
LO 2018 07 20 13 20 0.8
LO 2018 07 20 13 25 0.8
LO 2018 07 20 13 30 0.8
LO 2018 07 20 13 35 0.6
LO 2018 07 20 13 40 0.6
LO 2018 07 20 13 45 0.6
LO 2018 07 20 13 50 0.6
LO 2018 07 20 13 55 0.6
LO 2018 07 20 14 00 0.6
